time,type,event,run,plate,barcode,replicate,transfer,comment
2022-03-04T08:17:22Z,timing,readAgar_end,2,6,2022030206,0,27,none
2022-03-04T08:13:16Z,timing,readAgar_start,2,6,2022030206,0,27,none
2022-03-04T08:13:10Z,timing,readAgar_end,2,5,2022030205,0,27,none
2022-03-04T08:09:02Z,timing,readAgar_start,2,5,2022030205,0,27,none
2022-03-04T08:08:56Z,timing,readAgar_end,2,4,2022030204,0,27,none
2022-03-04T08:04:46Z,timing,readAgar_start,2,4,2022030204,0,27,none
2022-03-04T08:04:41Z,timing,readAgar_end,2,3,2022030203,0,27,none
2022-03-04T08:00:35Z,timing,readAgar_start,2,3,2022030203,0,27,none
2022-03-04T08:00:30Z,timing,readAgar_end,2,2,2022030202,0,27,none
2022-03-04T07:56:35Z,timing,readAgar_start,2,2,2022030202,0,27,none
2022-03-04T07:56:29Z,timing,readAgar_end,2,1,2022030201,0,27,none
2022-03-04T07:52:23Z,timing,readAgar_start,2,1,2022030201,0,27,none
2022-03-03T11:43:20Z,timing,end27_end,2,0,none,0,27,none
2022-03-03T11:41:06Z,timing,replication_end,2,6,$AssayPlate.ID$,0,27,none
2022-03-03T11:32:45Z,timing,replication_start,2,6,2022030206,0,27,none
2022-03-03T11:32:20Z,timing,readOD_end,2,6,2022030206,0,27,none
2022-03-03T11:27:30Z,timing,readOD_start,2,6,2022030206,0,27,none
2022-03-03T11:27:28Z,timing,incubation_end,2,6,2022030206,0,26,none
2022-03-03T11:27:02Z,timing,readAgar_end,2,6,2020030106,0,27,none
2022-03-03T11:22:55Z,timing,readAgar_start,2,6,2020030106,0,27,none
2022-03-03T11:20:31Z,timing,replication_end,2,5,$AssayPlate.ID$,0,27,none
2022-03-03T11:12:09Z,timing,replication_start,2,5,2022030205,0,27,none
2022-03-03T11:11:44Z,timing,readOD_end,2,5,2022030205,0,27,none
2022-03-03T11:06:54Z,timing,readOD_start,2,5,2022030205,0,27,none
2022-03-03T11:06:52Z,timing,incubation_end,2,5,2022030205,0,26,none
2022-03-03T11:06:26Z,timing,readAgar_end,2,5,2020030105,0,27,none
2022-03-03T11:02:18Z,timing,readAgar_start,2,5,2020030105,0,27,none
2022-03-03T10:59:55Z,timing,replication_end,2,4,$AssayPlate.ID$,0,27,none
2022-03-03T10:51:34Z,timing,replication_start,2,4,2022030204,0,27,none
2022-03-03T10:51:09Z,timing,readOD_end,2,4,2022030204,0,27,none
2022-03-03T10:46:17Z,timing,readOD_start,2,4,2022030204,0,27,none
2022-03-03T10:46:15Z,timing,incubation_end,2,4,2022030204,0,26,none
2022-03-03T10:45:49Z,timing,readAgar_end,2,4,2020030104,0,27,none
2022-03-03T10:41:37Z,timing,readAgar_start,2,4,2020030104,0,27,none
2022-03-03T10:39:12Z,timing,replication_end,2,3,$AssayPlate.ID$,0,27,none
2022-03-03T10:30:51Z,timing,replication_start,2,3,2022030203,0,27,none
2022-03-03T10:30:26Z,timing,readOD_end,2,3,2022030203,0,27,none
2022-03-03T10:25:31Z,timing,readOD_start,2,3,2022030203,0,27,none
2022-03-03T10:25:29Z,timing,incubation_end,2,3,2022030203,0,26,none
2022-03-03T10:25:03Z,timing,readAgar_end,2,3,2020030103,0,27,none
2022-03-03T10:21:04Z,timing,readAgar_start,2,3,2020030103,0,27,none
2022-03-03T10:15:09Z,timing,replication_end,2,2,$AssayPlate.ID$,0,27,none
2022-03-03T10:07:26Z,timing,replication_start,2,2,2022030202,0,27,none
2022-03-03T10:06:20Z,timing,readOD_end,2,2,2022030202,0,27,none
2022-03-03T10:01:30Z,timing,readOD_start,2,2,2022030202,0,27,none
2022-03-03T10:01:28Z,timing,incubation_end,2,2,2022030202,0,26,none
2022-03-03T10:01:02Z,timing,readAgar_end,2,2,2020030102,0,27,none
2022-03-03T09:57:00Z,timing,readAgar_start,2,2,2020030102,0,27,none
2022-03-03T09:54:32Z,timing,readAgar_start,2,2,2020030102,0,27,none
2022-03-03T09:07:57Z,timing,replication_start,2,1,2022030201,0,27,none
2022-03-03T09:07:29Z,timing,readOD_end,2,1,2022030201,0,27,none
2022-03-03T09:02:41Z,timing,readOD_start,2,1,2022030201,0,27,none
2022-03-03T09:02:39Z,timing,incubation_end,2,1,2022030201,0,26,none
2022-03-03T09:02:13Z,timing,readAgar_end,2,1,2020030101,0,27,none
2022-03-03T08:58:05Z,timing,readAgar_start,2,1,2020030101,0,27,none
2022-03-03T02:55:09Z,timing,transfer27_end,2,0,none,0,27,none
2022-03-03T02:52:55Z,timing,replication_end,2,6,$AssayPlate.ID$,0,27,none
2022-03-03T02:44:27Z,timing,replication_start,2,6,2020030106,0,27,none
2022-03-03T02:43:57Z,timing,incubation_start,2,6,2022030206,0,27,none
2022-03-03T02:43:28Z,timing,readODbefore_end,2,6,2022030206,0,27,none
2022-03-03T02:38:39Z,timing,readODbefore_start,2,6,2022030206,0,27,none
2022-03-03T02:37:46Z,worklist,transfer_end,2,6,2022030206,0,27,plate_transfer.gwl
2022-03-03T02:35:29Z,worklist,transfer_start,2,6,2022030206,0,27,plate_transfer.gwl
2022-03-03T02:32:09Z,worklist,infection_end,2,6,2022030206,0,27,plate_infection.gwl
2022-03-03T01:01:19Z,worklist,infection_start,2,6,2022030206,0,27,plate_infection.gwl
2022-03-03T01:00:38Z,timing,readOD_end,2,6,2020030106,0,27,none
2022-03-03T00:55:47Z,timing,readOD_start,2,6,2020030106,0,27,none
2022-03-03T00:55:45Z,timing,incubation_end,2,6,2020030106,0,26,none
2022-03-03T00:54:51Z,worklist,turnover_end,2,6,2022030206,0,27,plate_turnover1.gwl
2022-03-03T00:39:33Z,worklist,turnover_start,2,6,2022030206,0,27,plate_turnover.gwl
2022-03-03T00:34:38Z,timing,readAgar_end,2,6,2022022806,0,27,none
2022-03-03T00:30:43Z,timing,readAgar_start,2,6,2022022806,0,27,none
2022-03-03T00:28:19Z,timing,replication_end,2,5,$AssayPlate.ID$,0,27,none
2022-03-03T00:19:50Z,timing,replication_start,2,5,2020030105,0,27,none
2022-03-03T00:19:20Z,timing,incubation_start,2,5,2022030205,0,27,none
2022-03-03T00:18:50Z,timing,readODbefore_end,2,5,2022030205,0,27,none
2022-03-03T00:14:03Z,timing,readODbefore_start,2,5,2022030205,0,27,none
2022-03-03T00:13:10Z,worklist,transfer_end,2,5,2022030205,0,27,plate_transfer.gwl
2022-03-03T00:10:52Z,worklist,transfer_start,2,5,2022030205,0,27,plate_transfer.gwl
2022-03-03T00:07:32Z,worklist,infection_end,2,5,2022030205,0,27,plate_infection.gwl
2022-03-02T22:36:42Z,worklist,infection_start,2,5,2022030205,0,27,plate_infection.gwl
2022-03-02T22:36:01Z,timing,readOD_end,2,5,2020030105,0,27,none
2022-03-02T22:31:10Z,timing,readOD_start,2,5,2020030105,0,27,none
2022-03-02T22:31:08Z,timing,incubation_end,2,5,2020030105,0,26,none
2022-03-02T22:30:15Z,worklist,turnover_end,2,5,2022030205,0,27,plate_turnover1.gwl
2022-03-02T22:14:57Z,worklist,turnover_start,2,5,2022030205,0,27,plate_turnover.gwl
2022-03-02T22:10:02Z,timing,readAgar_end,2,5,2022022805,0,27,none
2022-03-02T22:06:04Z,timing,readAgar_start,2,5,2022022805,0,27,none
2022-03-02T22:03:41Z,timing,replication_end,2,4,$AssayPlate.ID$,0,27,none
2022-03-02T21:55:13Z,timing,replication_start,2,4,2020030104,0,27,none
2022-03-02T21:54:43Z,timing,incubation_start,2,4,2022030204,0,27,none
2022-03-02T21:54:14Z,timing,readODbefore_end,2,4,2022030204,0,27,none
2022-03-02T21:49:26Z,timing,readODbefore_start,2,4,2022030204,0,27,none
2022-03-02T21:48:33Z,worklist,transfer_end,2,4,2022030204,0,27,plate_transfer.gwl
2022-03-02T21:46:16Z,worklist,transfer_start,2,4,2022030204,0,27,plate_transfer.gwl
